Time_Step,Simulated_MSD,Theoretical_MSD
936,1908.5498720875166,1872.0
937,1907.0688107611766,1874.0
938,1911.5189299448812,1876.0
939,1913.6312709467356,1878.0
940,1913.4373561652535,1880.0
941,1917.0167505375075,1882.0
942,1918.4585826387868,1884.0
943,1922.0493179925836,1886.0
944,1926.9008689635573,1888.0
945,1922.0178550337916,1890.0
946,1927.0422000444676,1892.0
947,1930.9805019747253,1894.0
948,1929.9479474081907,1896.0
949,1929.885258374222,1898.0
950,1931.4841199591863,1900.0
951,1939.0202832220423,1902.0
952,1949.7670154429147,1904.0
953,1952.1522434530823,1906.0
954,1955.0826077225195,1908.0
955,1960.4491273631877,1910.0
956,1961.4643193113068,1912.0
957,1964.2705952995752,1914.0
958,1964.435254083782,1916.0
959,1960.5609917179288,1918.0
960,1958.541629668201,1920.0
961,1959.8109170354141,1922.0
962,1961.6153281135225,1924.0
963,1964.8028161912678,1926.0
964,1971.9732942022038,1928.0
965,1979.5766411809823,1930.0
966,1988.1098456892944,1932.0
967,1988.8728671286021,1934.0
968,1994.6876708745758,1936.0
969,1999.0067364949984,1938.0
970,2005.7760186607168,1940.0
971,2005.411239441257,1942.0
972,2001.1399461533185,1944.0
973,2002.4794176064484,1946.0
974,2001.3255911517506,1948.0
975,2004.0594158730737,1950.0
976,2005.904707917596,1952.0
977,2006.6480826957095,1954.0
978,2005.8989920632052,1956.0
979,2010.7466084213893,1958.0
980,2015.3090235244747,1960.0
981,2015.9732289160147,1962.0
982,2014.8512988665484,1964.0
983,2022.1568882209106,1966.0
984,2033.37435229907,1968.0
985,2027.9015452984124,1970.0
986,2026.4839937837041,1972.0
987,2022.535487566967,1974.0
988,2026.0441859183097,1976.0
989,2028.1914429713086,1978.0
990,2023.8129159514817,1980.0
991,2025.158800049842,1982.0
992,2026.3106207235344,1984.0
993,2020.0015094670632,1986.0
994,2023.140498095983,1988.0
995,2021.9022971260067,1990.0
996,2019.5019985275674,1992.0
997,2022.3925405842697,1994.0
998,2027.250419885197,1996.0
999,2022.8958967405124,1998.0
